id,post_id,open_date,street,address,place_type,shop_centre,dns,lat,lon,response,district,post2,is_center,price,parking_count,parking_min_distance,finance_count,shop_count,distance_100,distance_500,cafe_count,culture_count,job_gov_count,metro_count,metro_min_distance,transport_count,transport_min_distance,working_days,work_hours,weekday_availability,office_hours,is_moscow
13264,108814,,п. Коммунарка,"п. Коммунарка, дом 14",ОПС Б1,FALSE,FALSE,55.22773,30.388088,"Коммунарка, Бабиничский сельский Совет, Витебский район, Витебская область, Беларусь",Витебский,Витебская область,FALSE,,5,243.774114,0,0,0.1718571429,16.49028571,0,0,0,0,,6,204.2991377,6,11,1,,FALSE
25825,,2018,ул. Космонавтов,"ул. Космонавтов, дом 20А",other,FALSE,FALSE,55.9104838,37.8676196,"Альфа-Банк, проспект Космонавтов, Костино, Королёв, городской округ Королёв, Московская область, ЦФО, 141080, РФ",Костино,141080,FALSE,100580,29,34.57085021,4,23,2.349714286,95.43714286,5,0,5,0,,10,38.98494892,6,11,1,,FALSE
8753,141080,2016,ул. Горького,"ул. Горького, дом 2А",ОПС Б1,FALSE,FALSE,55.9128263,37.8678558,"улица Горького, Костино, Королёв, городской округ Королёв, Московская область, ЦФО, 141080, РФ",Королёв,141080,FALSE,100580,23,139.5043417,5,20,4.039571429,54.616,4,4,4,0,,15,74.78341788,5,9,0,['пн.—пт.: 10:00—19:00'],FALSE
8440,141070,2016,ул. Калинина,"ул. Калинина, дом 15",ОПС Б1_2,FALSE,FALSE,55.9227243,37.8157874,"улица Калинина, Подлипки, Королёв, городской округ Королёв, Московская область, ЦФО, 141070, РФ",Королёв,141070,FALSE,100580,6,222.6095761,4,21,3.364285714,47.23514286,9,5,8,0,,6,168.9800098,6,11,1,['пн.: 11:00—20:00 вт.—пт.: 09:00—20:00 сб.: 09:00—18:00'],FALSE
26313,,2018,прт Космонавтов,"прт Космонавтов, дом 23А",ТП,FALSE,FALSE,55.9072752,37.866326,"проспект Космонавтов, Костино, Королёв, городской округ Королёв, Московская область, ЦФО, 141080, РФ",Королёв,141080,FALSE,100580,34,34.06779764,1,19,3.772428571,69.11614286,5,0,4,0,,5,48.91903468,5,9,0,['пн.—пт.: 09:00—18:00 перерыв: 13:00—14:00'],FALSE
25871,,2018,прд 1й Покровский,"прд 1й Покровский, дом 5 Рестор",ТП,FALSE,FALSE,55.6563434,37.8494303,"1-й Покровский проезд, Силикат, Котельники, городской округ Котельники, Московская область, ЦФО, 140053, РФ",Котельники,140053,FALSE,86709,26,114.5102991,3,12,0.9332857143,48.468,5,0,5,0,,9,308.9380989,6,11,1,,FALSE
24403,,2018,ш. Дзержинское,"ш. Дзержинское, дом 7/7",ТП,FALSE,FALSE,55.6587078,37.8611888,"Дзержинское шоссе, Южный, Котельники, городской округ Котельники, Московская область, ЦФО, 140054, РФ",Котельники,140054,FALSE,86709,22,77.19823724,3,13,1.512285714,98.87871429,5,0,4,0,,9,162.1258996,6,11,1,,FALSE
11479,141292,2017,мкр. Северный,"мкр. Северный, дом 5",ОПС Б1,FALSE,FALSE,56.1193607,38.1457746,"Микрорайон Северный, проспект Испытателей, Красноармейск, городской округ Красноармейск, Московская область, ЦФО, 141292, РФ",Красноармейск,141292,FALSE,,20,33.37414892,0,13,0.8148571429,15.54728571,2,0,4,0,,5,220.4235579,5,9,0,['пн.—пт.: 09:00—18:00 перерыв: 13:00—14:00'],FALSE
10146,143405,2016,ул. Вокзальная,"ул. Вокзальная, дом 27",ОПС Б1_2,FALSE,FALSE,55.8136053,37.3431401,"Вокзальная улица, Павшино, Красногорск, городской округ Красногорск, Московская область, ЦФО, 143405, РФ",Красногорск,143405,FALSE,98161,24,72.3880597,1,24,2.879285714,81.19728571,6,0,11,0,,11,58.54286166,5,9,0,['пн.—пт.: 10:00—19:00'],FALSE
9688,143406,2016,ул. Железнодорожная,"ул. Железнодорожная, дом 24",ОПС Б1,FALSE,FALSE,55.8129412,37.3197364,"Железнодорожная улица, Райцентр, Красногорск, городской округ Красногорск, Московская область, ЦФО, 143402, РФ",Красногорск,143402,FALSE,98161,62,32.91205533,0,9,0.9368571429,22.73928571,2,0,9,0,,3,142.4767395,5,9,0,['пн.—пт.: 10:00—19:00'],FALSE
15976,143408,2017,ул. Карбышева,"ул. Карбышева, дом 19 А",ОПС Б1,FALSE,FALSE,55.8364424,37.3063607,"улица Карбышева, Чернево, Красногорск, городской округ Красногорск, Московская область, ЦФО, 143408, РФ",Красногорск,143408,FALSE,98161,15,104.8235212,1,10,1.177571429,28.61014286,5,0,3,0,,8,248.8601773,5,9,0,['пн.—пт.: 10:00—19:00'],FALSE
5908,,2015,ул. Знаменская,"ул. Знаменская, д. 5 Технопоинт",ТП,FALSE,FALSE,55.8681559,37.3240371,"Знаменская улица, Отрадное, городской округ Красногорск, Московская область, ЦФО, 143442, РФ",городской округ Красногорск,143442,FALSE,98161,1,254.7411862,0,3,9.113857143,154.0391429,1,0,0,0,,9,205.312057,6,11,1,,FALSE
18596,,2017,ул. Знаменская,"ул. Знаменская, дом 5",ТП,TRUE,TRUE,55.8681559,37.3240371,"Знаменская улица, Отрадное, городской округ Красногорск, Московская область, ЦФО, 143442, РФ",городской округ Красногорск,143442,FALSE,98161,9,68.75803685,2,9,3.407142857,69.061,2,0,7,0,,9,205.312057,6,11,1,,FALSE
13272,141321,2017,ул. 1 Мая,"ул. 1 Мая, дом 26",ОПС Б1,FALSE,FALSE,56.4414008,38.2429887,"улица 1 Мая, городское поселение Краснозаводск, Сергиево-Посадский район, Московская область, ЦФО, 141321, РФ",Сергиево-Посадский,141321,FALSE,,2,298.6343014,1,3,1.447714286,10.01928571,4,1,2,0,,6,62.65102048,5,9,0,['пн.—пт.: 10:00—19:00'],FALSE
12733,143070,2017,ул. Колхозная,"ул. Колхозная, дом 6",ОПС Б1,FALSE,FALSE,55.575855,36.6885317,"Колхозная улица, Кубинка, Одинцовский городской округ, Московская область, ЦФО, 143070, РФ",Одинцовский городской округ,143070,FALSE,,15,71.34578151,1,7,0.599,8.573428571,2,1,3,0,,6,245.7298493,6,11,1,,FALSE
10920,142620,2017,ул. Вокзальная,"ул. Вокзальная, дом 9",ОПС Б1,FALSE,FALSE,55.5738117,38.92418457,"Куровское, Вокзальная улица, Куровское, городской округ Ликино-Дулёво, Московская область, ЦФО, 142620, РФ",Куровское,142620,FALSE,,11,82.59680456,2,23,1.166,11.493,6,4,4,0,,9,131.0822542,5,9,0,['пн.—пт.: 09:00—18:00'],FALSE
14071,141733,2017,ул. Батарейная,"ул. Батарейная, дом 2",ОПС Б1,FALSE,FALSE,56.0267887,37.4689555,"Батарейная улица, Нестериха, Южный, Лобня, городской округ Лобня, Московская область, ЦФО, 141733, РФ",Южный,141733,FALSE,85698,13,181.0420691,2,12,0.5921428571,41.883,1,4,1,0,,5,223.3451308,5,9,0,['пн.—пт.: 10:00—19:00 перерыв: 13:00—14:00'],FALSE
12761,141730,2017,ул. Ленина,"ул. Ленина, дом 5",ОПС Б1_2,FALSE,FALSE,56.0088191,37.4469101,"улица Ленина, Красная Поляна, Лобня, городской округ Лобня, Московская область, ЦФО, 141732, РФ",Лобня,141732,FALSE,85698,19,84.35807164,6,15,0.4671428571,41.01228571,12,1,7,0,,6,199.7060103,5,9,0,['пн.—пт.: 10:00—19:00 перерыв: 13:00—14:00'],FALSE
9691,141732,2016,ул. Циолковского,"ул. Циолковского, дом 13 А",ОПС Б1_2,FALSE,FALSE,56.0139071,37.4644194,"улица Циолковского, Нестериха, Южный, Лобня, городской округ Лобня, Московская область, ЦФО, 141730, РФ",Южный,141730,FALSE,85698,11,81.7836907,1,7,2.392,34.558,4,1,2,0,,7,96.37273097,5,9,0,['пн.—пт.: 10:00—19:00 перерыв: 13:00—14:00'],FALSE
12743,143800,2017,ул. Центральная,"ул. Центральная, дом 11",ОПС Б1,FALSE,FALSE,56.2275451,35.6306789,"Центральная улица, Лотошино, Лотошинский район, Московская область, ЦФО, 143800, РФ",Лотошинский,143800,FALSE,,5,92.96962091,3,4,1.475142857,8.661285714,3,4,4,0,,3,255.2936974,5,9,0,['пн.—пт.: 09:00—18:00'],FALSE
8074,140500,2016,ул. Жуковского,"ул. Жуковского, дом 2/8",ОПС Б1_2,FALSE,FALSE,54.9471488,39.0281349,"улица Жуковского, Луховицы, городской округ Луховицы, Московская область, ЦФО, 140500, РФ",городской округ Луховицы,140500,FALSE,,34,51.49794477,3,18,2.601,29.36371429,7,0,5,0,,6,94.82018014,5,9,0,['пн.—пт.: 10:00—19:00'],FALSE
1461,,2013,ул. Пушкина,"ул. Пушкина, 202а",ТП,FALSE,FALSE,54.9457412,39.0186144,"улица Пушкина, Луховицы, городской округ Луховицы, Московская область, ЦФО, 140500, РФ",городской округ Луховицы,140500,FALSE,,30,29.06618223,2,18,1.292428571,25.32814286,4,0,6,0,,6,89.78204345,6,11,1,,FALSE
6000,,2015,ул. Пушкина,"ул. Пушкина, д. 125",ТП,TRUE,FALSE,54.9457412,39.0186144,"улица Пушкина, Луховицы, городской округ Луховицы, Московская область, ЦФО, 140500, РФ",городской округ Луховицы,140500,FALSE,,18,41.15994696,0,9,2.641,47.26585714,1,0,2,0,,7,178.1770141,6,11,1,,FALSE
12739,140080,2017,ул. Первомайская,"ул. Первомайская, дом 2",ОПС Б1,FALSE,FALSE,55.5803947,37.9087551,"Отделение связи №140080, 2, Первомайская улица, Тураево, Лыткарино, городской округ Лыткарино, Московская область, ЦФО, 140081, РФ",Первомайская улица,140081,FALSE,,17,213.9410503,4,21,3.063142857,38.54185714,9,7,5,0,,8,35.67289075,5,9,0,['пн.—пт.: 10:00—19:00'],FALSE
4444,,2014,ул. Смирновская,"ул. Смирновская, д. 16",КЦ,FALSE,FALSE,55.6791501,37.8943177,"Альфа-Банк, 16, Смирновская улица, Красная горка, Люберцы, городской округ Люберцы, Московская область, ЦФО, 140005, РФ",Смирновская улица,140005,FALSE,90126,20,231.4407594,11,26,6.461714286,86.81571429,7,5,6,0,,21,150.0816589,7,12,2,"['пн.—пт.: 09:00—21:00 сб., вс.: 10:00—17:00']",FALSE
27085,,,ул. 8 марта,"ул. 8 марта, дом 30Б",other,FALSE,FALSE,55.7045923,37.891663,"улица 8 Марта, Люберцы, городской округ Люберцы, Московская область, ЦФО, 140007, РФ",городской округ Люберцы,140007,FALSE,90126,10,65.55705743,2,21,4.673714286,45.11257143,2,1,4,0,,13,133.5904275,6,11,1,,FALSE
25814,,2018,ул. Инициативная,"ул. Инициативная, дом 7Б",other,FALSE,FALSE,55.6834399,37.8976512,"Инициативная улица, Красная горка, Люберцы, городской округ Люберцы, Московская область, ЦФО, 140000, РФ",Люберцы,140000,FALSE,90126,15,83.06409316,1,16,4.092571429,106.6732857,13,1,8,0,,7,207.3096182,5,9,0,['пн.—пт.: 10:00—19:00'],FALSE
7699,140000,2016,прт Октябрьский,"прт Октябрьский, дом 211",ОПС Б1_2,FALSE,FALSE,55.676977,37.9001025,"Отделение связи №140000, 211, Октябрьский проспект, Красная горка, Люберцы, городской округ Люберцы, Московская область, ЦФО, 140014, РФ",Октябрьский проспект,140014,FALSE,90126,15,56.95648329,8,13,4.766285714,60.18871429,7,3,10,0,,11,91.35316013,6,11,1,"пн.: 11:00—20:00 вт.—пт.: 09:00—20:00 сб.: 09:00—18:00, вт.—сб.: 09:00—18:00",FALSE
19382,140002,2018,прт Октябрьский,"прт Октябрьский, дом 91/97",ОПС Б1,FALSE,FALSE,55.676977,37.9001025,"Отделение связи №140000, 211, Октябрьский проспект, Красная горка, Люберцы, городской округ Люберцы, Московская область, ЦФО, 140014, РФ",Октябрьский проспект,140014,FALSE,90126,42,44.18767565,4,25,4.014285714,66.54514286,12,0,3,0,,16,106.3007247,6,11,1,"пн.: 11:00—20:00 вт.—пт.: 09:00—20:00 сб.: 09:00—18:00, вт.—сб.: 09:00—18:00",FALSE
21596,140009,2018,ул. Красногорская,"ул. Красногорская, дом 21, к.1",ОПС Б1,FALSE,FALSE,55.689907,37.8843709,"Красногорская улица, Красная горка, Люберцы, городской округ Люберцы, Московская область, ЦФО, 140002, РФ",Люберцы,140002,FALSE,90126,19,120.0008354,0,13,5.573714286,41.68685714,5,0,4,0,,12,35.71189885,5,9,0,['пн.—пт.: 10:00—19:00'],FALSE
14933,140011,2017,ул. Юбилейная,"ул. Юбилейная, дом 13А",ОПС Б1,FALSE,FALSE,55.6672556,37.8780586,"Юбилейная улица, Красная горка, Люберцы, городской округ Люберцы, Московская область, ЦФО, 140011, РФ",Люберцы,140011,FALSE,90126,34,26.11940299,1,17,0.7618571429,77.38942857,7,0,2,0,,15,71.83199254,5,9,0,['пн.—пт.: 10:00—19:00'],FALSE
12737,140006,2017,ул. Южная,"ул. Южная, дом 8",ОПС Б1,FALSE,FALSE,55.639743,38.0288596,"ул. Южная, МЭЗ-1, Малаховка, городской округ Люберцы, Московская область, ЦФО, 140140, РФ",Малаховка,140140,FALSE,90126,15,51.55198818,3,14,1.871857143,44.998,3,1,3,0,,11,157.4786014,5,9,0,['пн.—пт.: 10:00—19:00'],FALSE
1485,,2013,прт Октябрьский,"прт Октябрьский, 146",ТП,FALSE,FALSE,55.676977,37.9001025,"Отделение связи №140000, 211, Октябрьский проспект, Красная горка, Люберцы, городской округ Люберцы, Московская область, ЦФО, 140014, РФ",Октябрьский проспект,140014,FALSE,90126,15,50.39938509,9,29,4.950857143,102.5775714,9,3,8,0,,21,54.87992929,6,11,1,"пн.: 11:00—20:00 вт.—пт.: 09:00—20:00 сб.: 09:00—18:00, вт.—сб.: 09:00—18:00",FALSE
26641,,2018,прт Октябрьский,"прт Октябрьский, дом 366",ТП,TRUE,FALSE,55.676977,37.9001025,"Отделение связи №140000, 211, Октябрьский проспект, Красная горка, Люберцы, городской округ Люберцы, Московская область, ЦФО, 140014, РФ",Октябрьский проспект,140014,FALSE,90126,14,44.85689232,6,11,2.064857143,69.70442857,4,0,2,0,,15,98.37734509,6,11,1,"пн.: 11:00—20:00 вт.—пт.: 09:00—20:00 сб.: 09:00—18:00, вт.—сб.: 09:00—18:00",FALSE
25548,,2018,ул. Сакко и Ванцетти,"ул. Сакко и Ванцетти, дом 1",other,FALSE,FALSE,55.6473552,37.9892601,"улица Сакко и Ванцетти, МПС, Малаховка, городской округ Люберцы, Московская область, ЦФО, 140050, РФ",Малаховка,140050,FALSE,,5,29.7104914,0,9,0.3267142857,6.966,1,1,3,0,,5,315.6892836,5,9,0,['пн.—пт.: 10:00—19:00'],FALSE
14971,140032,2017,ул. Шоссейная,"ул. Шоссейная, дом 27",ОПС Б1,FALSE,FALSE,55.6449113,38.0069653,"Шоссейная улица, МЭЗ-1, Малаховка, городской округ Люберцы, Московская область, ЦФО, 140032, РФ",Малаховка,140032,FALSE,,1,106.8650463,0,0,2.316714286,14.48385714,9,2,1,0,,2,148.7098299,5,9,1,['вт.—сб.: 09:00—18:00'],FALSE
15751,142850,,ул. Победы,"ул. Победы, дом 2",ОПС Б1,FALSE,FALSE,55.1051359,38.1798433,"улица Победы, Малино, городской округ Ступино, Московская область, ЦФО, 142817, РФ",городской округ Ступино,142817,FALSE,,1,42.72021427,2,2,0.4797142857,10.98757143,2,0,1,0,,4,113.3247718,6,11,1,,FALSE
16478,108809,2017,аллея Липовая,"аллея Липовая, дом 1",ОПС Б1,FALSE,FALSE,55.5952656,37.2076251,"улица Липовая Аллея, Марушкино, Новомосковский административный округ, Москва, ЦФО, 108809, РФ",Новомосковский административный округ,108809,FALSE,,5,92.32341673,2,2,0.5747142857,8.661,1,1,1,0,,2,455.5595777,6,11,1,,FALSE
26640,,2018,ул. Промышленная,"ул. Промышленная, дом 1",ТП,FALSE,FALSE,55.5546117,38.0699113,"Промышленная улица, ООО 'Меридиан', Чулковское сельское поселение, Раменский район, Московская область, ЦФО, 140125, РФ",Чулковское сельское поселение,140125,FALSE,,2,127.7188171,0,4,0.2107142857,21.39257143,1,0,2,0,,1,563.948563,6,11,1,,FALSE
15971,142840,2017,ул. Советская,"ул. Советская, дом 36",ОПС Б1,FALSE,FALSE,55.119265,37.9488316,"Отделение связи №142840, 36, Советская улица, Михнево, городской округ Ступино, Московская область, ЦФО, 142840, РФ",Советская улица,142840,FALSE,,8,30.95890823,1,14,0.6848571429,10.40085714,2,1,2,0,,3,112.0496978,5,9,0,['пн.—пт.: 09:00—18:00 перерыв: 13:00—14:00'],FALSE
15753,143200,2017,ул. 20 Января,"ул. 20 Января, дом 18",ОПС Б1_2,FALSE,FALSE,55.5038142,36.0312276,"улица 20 Января, Можайск, Можайский городской округ, Московская область, ЦФО, 143200, РФ",Можайский городской округ,143200,FALSE,55515,30,46.09983645,0,8,0.1615714286,6.888571429,7,0,15,0,,7,238.4150251,6,9,1,['пн.—сб.: 09:00—18:00'],FALSE
8075,143204,2016,ул. Красных партизан,"ул. Красных партизан, дом 2",ОПС Б1_2,FALSE,FALSE,55.5011391,36.0154269,"улица Красных Партизан, Можайск, Можайский городской округ, Московская область, ЦФО, 143200, РФ",Можайский городской округ,143200,FALSE,55515,32,30.01818711,1,15,2.042428571,28.07214286,8,13,17,0,,9,63.43722548,6,11,1,,FALSE
11480,141170,2017,ул. Маршала Красовского,"ул. Маршала Красовского, дом 4",ОПС Б1_2,FALSE,FALSE,55.8436684,38.1949678,"улица Маршала Красовского, Монино, городской округ Щёлково, Московская область, ЦФО, 141171, РФ",городской округ Щёлково,141171,FALSE,,0,,0,0,0.058,0.2422857143,0,0,0,0,,1,599.4154166,6,11,1,,FALSE
10940,,2017,Преображенская пл.,"Преображенская пл., 8 1 Этаж",КЦ,FALSE,FALSE,55.7956568,37.7138284,"Преображенская площадь, Преображенское, район Преображенское, Восточный административный округ, Москва, ЦФО, 107061, РФ",Преображенское,107061,FALSE,188169,51,22.43775579,7,15,7.648714286,139.2038571,10,2,9,1,210.6025153,19,90.5048832,6,11,1,,TRUE
13434,,2017,пер. Краснопрудный,"пер. Краснопрудный, дом 7",other,FALSE,FALSE,55.77685205,37.66126779,"Многофункциональный комплекс  Краснопрудный, Красносельский район, Центральный административный округ, Москва, ЦФО, РФ",Центральный административный округ,ЦФО,TRUE,227892,20,233.6786315,10,20,0.3862857143,49.442,19,4,14,2,594.8702148,13,243.5009559,6,11,1,,TRUE
13426,,2017,прт Вернадского,"прт Вернадского, дом 18",other,FALSE,FALSE,55.6768257,37.5002093,"Проспект Вернадского, Москва, Западный административный округ, Москва, ЦФО, 119415, РФ",Западный административный округ,119415,FALSE,227892,18,152.1894125,5,14,0.8768571429,84.93014286,2,0,7,1,357.0753206,14,190.5456399,5,9,0,['пн.—пт.: 10:00—19:00'],TRUE
13430,,2017,ул. Вагоноремонтная,"ул. Вагоноремонтная, дом 23",other,FALSE,FALSE,55.8984347,37.5342011,"Вагоноремонтная улица, Дмитровский, Дмитровский район, Северный административный округ, Москва, ЦФО, 127411, РФ",Дмитровский,127411,FALSE,134823,7,227.2348234,0,3,0.1137142857,18.79642857,1,0,7,0,,2,542.3940972,6,11,1,,TRUE
13432,129226,2017,ул. Докукина,"ул. Докукина, дом 16",other,FALSE,FALSE,55.8393648,37.6520689,"улица Докукина, Ростокино, район Ростокино, Северо-Восточный административный округ, Москва, ЦФО, 127490, РФ",Ростокино,127490,FALSE,181534,4,41.75104696,1,3,1.283428571,22.16428571,0,0,7,0,,6,136.2160072,6,11,1,,TRUE
13428,,2017,ул. Дубининская,"ул. Дубининская, дом 7",other,FALSE,FALSE,55.7226781,37.6361365,"Дубининская улица, район Замоскворечье, Центральный административный округ, Москва, ЦФО, 115280, РФ",Центральный административный округ,115280,TRUE,227892,34,37.6699387,16,15,1.976428571,103.635,23,4,23,2,93.04446966,17,94.86715571,5,9,0,['пн.—пт.: 09:00—18:00'],TRUE
26166,,2018,ул. Кожевническая,"ул. Кожевническая, д. 6",ОПС Б1,FALSE,FALSE,55.7305679,37.6419267,"Кожевническая улица, район Замоскворечье, Центральный административный округ, Москва, ЦФО, 115280, РФ",Центральный административный округ,115280,TRUE,227892,30,53.8814239,13,9,6.346857143,90.80657143,17,3,16,2,320.92676,19,18.03439698,6,12,1,['пн.—пт.: 09:00—21:00 сб.: 10:00—17:00'],TRUE
21486,,2018,ул. Кожевническая,"ул. Кожевническая, дом 7, к.1",other,FALSE,FALSE,55.7305679,37.6419267,"Кожевническая улица, район Замоскворечье, Центральный административный округ, Москва, ЦФО, 115280, РФ",Центральный административный округ,115280,TRUE,227892,22,69.44710522,14,9,3.980571429,90.14214286,11,4,12,2,447.7077082,20,94.71733986,6,12,1,['пн.—пт.: 09:00—21:00 сб.: 10:00—17:00'],TRUE
13433,,2017,ул. Краснопрудная,"ул. Краснопрудная, дом 3/5",other,FALSE,FALSE,55.7788289,37.6570358,"Москва-Ярославская, Краснопрудная улица, Красносельский район, Центральный административный округ, Москва, ЦФО, 107140, РФ",Красносельский,107140,TRUE,280130,15,142.8885257,6,14,4.891857143,81.76142857,19,5,9,2,446.4283646,20,135.2373885,5,9,0,['пн.—пт.: 10:00—19:00'],TRUE
13431,,2017,ул. Перовская,"ул. Перовская, дом 68",other,FALSE,FALSE,55.7448908,37.7989776,"Перовская улица, Новогиреево, район Новогиреево, Восточный административный округ, Москва, ЦФО, 4А, РФ",Новогиреево,4А,FALSE,137743,57,88.05337695,0,12,1.132714286,57.973,5,1,2,0,,15,137.4370793,5,9,0,['пн.—пт.: 09:00—18:00'],TRUE
10331,,2017,ул. Тверская,"ул. Тверская, дом 7",other,FALSE,FALSE,55.7643875,37.6064387,"Альфа-Банк, 16 с1, Тверская улица, Сущёво, Тверской район, Центральный административный округ, Москва, ЦФО, 125009, РФ",Тверская улица,125009,FALSE,227892,17,144.4294974,7,11,5.852857143,121.2494286,24,82,17,2,329.2533592,9,103.0526493,5,10,0,"пн.—пт.: 09:00—18:00, пн.—пт.: 10:00—19:00 перерыв: 12:00—13:00",TRUE
11149,115127,2016,ш. Варшавское,"ш. Варшавское, дом 37",other,FALSE,FALSE,55.8223542,37.9699224,"Варшавское, 16/5, улица Свердлова, Балашиха-2, Балашиха, городской округ Балашиха, Московская область, ЦФО, 142200, РФ",улица Свердлова,142200,FALSE,227892,13,44.7761194,7,3,2.926285714,80.47485714,0,1,7,1,385.0088165,8,130.3088505,6,12,1,"пн.: 11:00—20:00 вт.—пт.: 09:00—20:00 сб.: 09:00—18:00, пн.—пт.: 10:00—19:00, пн.: 11:00—20:00 перерыв: 13:00—14:00 вт.—пт.: 09:00—20:00 сб.: 09:00—18:00, пн.: 11:00—20:00 вт.—пт.: 09:00—20:00 сб.: 09:00—18:00, перерыв: 13:00—14:00, пн.—пт.: 09:00—21:00 сб.: 10:00—17:00",TRUE
26734,,2018,ул. Кировоградская,"ул. Кировоградская, дом 13а",other,FALSE,FALSE,55.6035469,37.5999653,"Кировоградская улица, район Чертаново Южное, Южный административный округ, Москва, ЦФО, 117534, РФ",Южный административный округ,117534,FALSE,227892,36,139.3125885,5,22,0.34,136.6932857,10,0,6,1,179.216383,17,196.7164745,6,11,1,"['пн.: 11:00—20:00, перерыв: 13:00—14:00 вт.—пт.: 09:00—20:00 сб.: 09:00—18:00, перерыв: 13:00—14:00']",TRUE
3101,,2014,Вавилова ул.,"Вавилова ул., д. 6",КЦ,FALSE,FALSE,55.6861649,37.554914,"улица Вавилова, Гагаринский, Гагаринский район, Юго-Западный административный округ, Москва, ЦФО, 117292, РФ",Гагаринский,117292,FALSE,217230,21,86.64754374,11,19,2.585142857,166.6777143,12,0,4,2,188.9239204,13,77.50423066,6,11,1,,TRUE
21491,,2018,Варшавское ш.,"Варшавское ш., дом 78/2",КЦ,FALSE,FALSE,55.8223542,37.9699224,"Варшавское, 16/5, улица Свердлова, Балашиха-2, Балашиха, городской округ Балашиха, Московская область, ЦФО, 142200, РФ",улица Свердлова,142200,FALSE,227892,23,118.2429659,5,16,6.531571429,109.307,2,1,13,1,103.6749551,16,74.6156708,6,11,1,,TRUE
1340,,2013,Митинская ул.,"Митинская ул., 40",КЦ,FALSE,FALSE,55.8462815,37.3616404,"Митинская улица, Митино, район Митино, Северо-Западный административный округ, Москва, ЦФО, 123430, РФ",Митино,123430,FALSE,141923,29,42.96071034,5,22,3.274142857,92.802,4,1,6,1,304.8815728,11,90.17198488,6,11,1,,TRUE
3232,,2014,Ореховый бр,"Ореховый бр, д.13",КЦ,FALSE,FALSE,55.6133951,37.6945563,"Орехово, Шипиловский проезд, Орехово-Борисово, Орехово-Борисово Северное, район Орехово-Борисово Северное, Южный административный округ, Москва, ЦФО, 115569, РФ",Орехово-Борисово,115569,FALSE,227892,27,55.09262336,6,16,5.770857143,140.4091429,4,1,8,1,123.4437541,22,36.41454597,6,11,1,,TRUE
1341,,2013,Преображенская пл.,"Преображенская пл., 8",КЦ,FALSE,FALSE,55.7956568,37.7138284,"Преображенская площадь, Преображенское, район Преображенское, Восточный административный округ, Москва, ЦФО, 107061, РФ",Преображенское,107061,FALSE,188169,51,22.43775579,7,15,7.648714286,139.2038571,10,2,9,1,210.6025153,19,90.5048832,6,11,1,,TRUE
23230,,2018,прт Нахимовский,"прт Нахимовский , дом 42",КЦ,FALSE,FALSE,55.6699782,37.5851394,"Нахимовский проспект, район Черёмушки, Юго-Западный административный округ, Москва, ЦФО, 113786, РФ",Юго-Западный административный округ,113786,FALSE,227892,27,201.4496914,3,15,5.786,126.9674286,12,1,10,1,112.7088048,14,99.59821266,6,12,1,['пн.—пт.: 09:00—21:00 сб.: 10:00—17:00'],TRUE
4190,,2014,ул. 2я Владимирская,"ул. 2я Владимирская, д. 36",КЦ,FALSE,FALSE,55.7462241,37.7819675,"1-я Владимирская улица, Перово, район Перово, Восточный административный округ, Москва, ЦФО, 111141, РФ",Перово,111141,FALSE,142918,85,87.98694186,7,15,5.849285714,68.85985714,5,2,4,1,209.4091551,15,35.082565,6,11,1,,TRUE
24945,,2018,ул. Б. Дорогомиловская,"ул. Б. Дорогомиловская, дом 8",КЦ,FALSE,FALSE,55.7454276,37.5705935,"Большая Дорогомиловская улица, Квартал №538, Плющиха, Москва, Западный административный округ, Москва, ЦФО, 121248, РФ",Плющиха,121248,FALSE,227892,21,204.7769897,8,15,2.095428571,99.09557143,14,3,7,3,222.9433116,16,144.71071,6,11,1,,TRUE
13175,,2017,ул. Земляной Вал,"ул. Земляной Вал, дом 21/2, стр.1",КЦ,FALSE,FALSE,55.751784,37.6558707,"улица Земляной Вал, Швивая горка, Таганский район, Центральный административный округ, Москва, ЦФО, 109004, РФ",Таганский,109004,TRUE,266064,30,49.19716335,19,13,9.653714286,99.37571429,29,8,23,1,276.4106975,9,72.69131738,6,12,1,"пн.—пт.: 10:00—19:00, пн.—пт.: 09:00—21:00 сб.: 10:00—17:00",TRUE
19233,,2018,ул. Кожевническая,"ул. Кожевническая, дом 1, стр. 1",КЦ,FALSE,FALSE,55.7305679,37.6419267,"Кожевническая улица, район Замоскворечье, Центральный административный округ, Москва, ЦФО, 115280, РФ",Центральный административный округ,115280,TRUE,227892,30,95.45239973,16,10,8.201285714,113.7301429,20,3,17,2,234.392519,20,79.18188271,6,12,1,['пн.—пт.: 09:00—21:00 сб.: 10:00—17:00'],TRUE
24946,,2018,ул. Народного Ополчения,"ул. Народного Ополчения, дом 45",КЦ,FALSE,FALSE,55.7834549,37.4815964,"улица Народного Ополчения, район Хорошёво-Мнёвники, Северо-Западный административный округ, Москва, ЦФО, 123154, РФ",Северо-Западный административный округ,123154,FALSE,227892,5,289.8838308,6,15,6.475285714,118.0547143,5,2,6,1,147.6122421,20,28.16113771,6,12,1,"пн., вт.: 11:00—20:00 ср.—пт.: 09:00—20:00 сб.: 09:00—18:00, пн.—сб.: 09:00—21:00",TRUE
